Precision(Box),Recall(Box),mAP50(Box),mAP50-95(Box),Precision(Mask),Recall(Mask),mAP50(Mask),mAP50-95(Mask),Box_Loss(Val),Seg_Loss(Val),Cls_Loss(Val),Fitness,Speed_Pre,Speed_Inf,Speed_Post,F1-Score(Mask),Dice_Coefficient,Mean_IoU,Accuracy,Specificity
0.7278883244371195,0.5604395604395604,0.6459908177652526,0.3135419958722959,0.698824547595604,0.5384615384615384,0.6073979924435284,0.2786228656984405,2.21978,4.91914,1.72981,0.5921648615707364,6.807641146340801,2238.30408787805,3.8371069999978253,0.608250824531844,0.608250824531844,0.6073979924435284,0.6186430430285712,0.5384615384615384
