Precision(Box),Recall(Box),mAP50(Box),mAP50-95(Box),Precision(Mask),Recall(Mask),mAP50(Mask),mAP50-95(Mask),Box_Loss(Val),Seg_Loss(Val),Cls_Loss(Val),Fitness,Speed_Pre,Speed_Inf,Speed_Post,F1-Score(Mask),Dice_Coefficient,Mean_IoU,Accuracy,Specificity,Model,Timestamp,Total_Epochs_Trained,Final_Train_Loss,Final_Val_Loss
0.7278889551496018,0.5604395604395604,0.5676318463459515,0.2586828323946636,0.6988251193907105,0.5384615384615384,0.5343221555012322,0.2168706776882893,2.21978,4.91914,1.72981,0.4755535100829529,5.510695304864629,23.08789082927411,1.7576729390318022,0.6082510411223155,0.6082510411223155,0.5343221555012322,0.6186433289261244,0.5384615384615384,Model_3_Your_v7,2026-02-05 17:14:48,100,3.57125,8.86873
0.6679989350483226,0.5604395604395604,0.5688505122089902,0.2482231053414701,0.7046136040591197,0.4835164835164835,0.5295562640149571,0.2015523757684005,2.22841,4.69348,1.76101,0.4497754811098706,3.9423127194955976,15.485538097470076,2.276811353756163,0.5734932489888022,0.5734932489888022,0.5295562640149571,0.5940650437878016,0.4835164835164836,Model_4_Your_v8,2026-02-05 17:14:48,120,3.4781500000000003,8.6829
