Model,Timestamp,Precision(Box),Recall(Box),mAP50(Box),mAP50-95(Box),Precision(Mask),Recall(Mask),mAP50(Mask),mAP50-95(Mask),Fitness,Speed_Preprocess(ms),Speed_Inference(ms),Speed_Postprocess(ms),Total_Speed(ms),F1-Score(Mask),Dice_Coefficient,Mean_IoU,F1-Score(Box),Overall_Accuracy
Model_1_Original_Paper,2026-02-05 17:08:02,0.8994534731937871,0.7864642178361735,0.8791607013465147,0.535556085036306,0.9460389840292658,0.7362637362637363,0.8718428257650745,0.47557511406149694,1.011131199097803,8.38580275616018,614.9999612926632,1.7400396585488611,625.1258037073723,0.8280723660854842,0.8280723660854842,0.8718428257650745,0.8391726073450525,0.841151360146501
Model_2_Your_Reproduction,2026-02-05 17:08:53,0.7430943895335768,0.42857142857142855,0.5488808028560945,0.2900510602635938,0.7430943895335768,0.42857142857142855,0.5278416404056417,0.2582959907077662,0.5483470509713599,3.7654812804692304,544.5836086951092,1.6401277560628553,549.9892177316412,0.5436175045217155,0.5436175045217155,0.5278416404056417,0.5436175045217155,0.5858329090525026
