Precision(Box),Recall(Box),mAP50(Box),mAP50-95(Box),Precision(Mask),Recall(Mask),mAP50(Mask),mAP50-95(Mask),Box_Loss(Val),Seg_Loss(Val),Cls_Loss(Val),Fitness,Speed_Pre,Speed_Inf,Speed_Post,F1-Score(Mask),Dice_Coefficient,Mean_IoU,Accuracy,Specificity
0.6679989350483226,0.5604395604395604,0.5688505122089902,0.24822310534147016,0.7046136040591197,0.4835164835164835,0.5295562640149571,0.20155237576840052,2.22841,4.69348,1.76101,0.44977548110987065,3.9423127194955976,15.485538097470075,2.276811353756163,0.5734932489888022,0.5734932489888022,0.5295562640149571,0.5940650437878016,0.4835164835164836
