Precision(Box),Recall(Box),mAP50(Box),mAP50-95(Box),Precision(Mask),Recall(Mask),mAP50(Mask),mAP50-95(Mask),Box_Loss(Val),Seg_Loss(Val),Cls_Loss(Val),Fitness,Speed_Pre,Speed_Inf,Speed_Post,F1-Score(Mask),Dice_Coefficient,Mean_IoU,Accuracy,Specificity
0.7278889551496018,0.5604395604395604,0.5676318463459515,0.2586828323946636,0.6988251193907105,0.5384615384615384,0.5343221555012322,0.21687067768828933,2.21978,4.91914,1.72981,0.47555351008295293,5.510695304864629,23.08789082927411,1.7576729390318022,0.6082510411223155,0.6082510411223155,0.5343221555012322,0.6186433289261244,0.5384615384615384
